Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
719399,The Floating Admiral,The Detection Club,"Club, The Detection","Dorothy L. Sayers, G.K. Chesterton, Agatha Christie, Simon Brett, Freeman Wills Crofts, Clemence Dane, Edgar Jepson, Anthony Berkeley, Victor L. Whitechurch, G.D.H. Cole, Henry Wade, Margaret Cole, John Rhode, Milward Kennedy, Ronald Knox, David Timson","=""051511023X""","=""9780515110234""",2,3.83,Jove,Paperback,309,1993,1931,2015/09/05,2015/08/18,,,read,,,,1,,,0,,,,,
18749671,The Embassy of Cambodia,Zadie Smith,"Smith, Zadie",,"=""0241146526""","=""9780241146521""",4,3.74,Hamish Hamilton,Hardcover,69,2013,2013,2015/08/27,2015/08/27,,,read,,,,1,,,0,,,,,
13133452,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",Mike Chamberlain,"=""0307966658""","=""9780307966650""",3,4.11,Random House Audio,Audiobook,11,2012,2012,2015/08/02,2015/07/20,"business, non-fiction, audiobook","business (#2), non-fiction (#20), audiobook (#2)",read,,,,1,,,0,,,,,
22063607,"The Innovators: How a Group of Inventors, Hackers, Geniuses, and Geeks Created the Digital Revolution",Walter Isaacson,"Isaacson, Walter",,"=""""","=""""",4,4.07,Simon & Schuster,Kindle Edition,528,2014,2014,2015/02/05,2014/10/05,"non-fiction, business","non-fiction (#2), business (#3)",read,,,,1,,,0,,,,,
6567130,"Cry, the Beloved Country  ",Alan Paton,"Paton, Alan",,"=""""","=""""",4,3.89,Scribner,Kindle Edition,320,2003,1948,2015/08/03,2015/07/24,religion,religion (#11),read,,,,1,,,0,,,,,
18907271,The Garden of Evening Mists,Tan Twan Eng,"Eng, Tan Twan",,"=""""","=""""",4,4.12,Weinstein Books,Kindle Edition,354,2012,2011,2015/07/18,2015/07/05,war,war (#34),read,,,,1,,,0,,,,,
11765769,The Children of Dynmouth,William Trevor,"Trevor, William",,"=""""","=""9780141964867""",5,3.93,Penguin,Kindle Edition,212,2010,1976,2015/05/10,2015/05/02,"costa-whitbread, booker-shortlist, suburban-menace, 5-star","costa-whitbread (#11), booker-shortlist (#6), suburban-menace (#1), 5-star (#62)",read,,,,1,,,0,,,,,
4894,Who Moved My Cheese?,Spencer Johnson,"Johnson, Spencer",Kenneth H. Blanchard,"=""0091883768""","=""9780091883768""",3,3.83,Vermilion,Hardcover,96,2002,1998,,2015/07/04,,,read,,,,1,,,0,,,,,
15195,The Complete Maus,Art Spiegelman,"Spiegelman, Art",,"=""0141014083""","=""9780141014081""",4,4.54,Penguin Books,Paperback,296,2003,1980,,2015/07/04,,,read,,,,1,,,0,,,,,
8716774,Underground: The Tokyo Gas Attack and the Japanese Psyche (Vintage International),Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",3,3.90,,Kindle Edition,384,,1997,2015/07/04,2015/06/19,"non-fiction, religion","non-fiction (#18), religion (#9)",read,,,,1,,,0,,,,,
18912153,Under the Volcano,Malcolm Lowry,"Lowry, Malcolm",,"=""""","=""""",0,3.79,Open Road Media,Kindle Edition,448,2012,1947,,2015/05/15,"couldn-t-finish, books-about-boozing","couldn-t-finish (#4), books-about-boozing (#19)",couldn-t-finish,,,,0,,,0,,,,,
8138845,Still Alice,Lisa Genova,"Genova, Lisa",,"=""""","=""""",4,4.31,Pocket Books,Kindle Edition,353,2009,2007,2015/06/06,2015/05/10,,,read,,,,1,,,0,,,,,
24072688,The Old Jest,Jennifer Johnston,"Johnston, Jennifer",,"=""""","=""""",4,3.82,Open Road Media,Kindle Edition,160,2014,1980,2015/06/04,2015/05/02,costa-whitbread,costa-whitbread (#10),read,,,,1,,,0,,,,,
531262,A Handful of Dust,Evelyn Waugh,"Waugh, Evelyn",,"=""0316926051""","=""9780316926058""",4,3.91,Back Bay Books,Paperback,308,1977,1934,2015/06/01,2015/05/19,,,read,,,,1,,,0,,,,,
8567065,English Passengers,Matthew Kneale,"Kneale, Matthew",,"=""""","=""""",4,4.06,,Kindle Edition,446,,2000,2015/05/06,2015/04/07,"booker-shortlist, costa-whitbread, nautical","booker-shortlist (#5), costa-whitbread (#9), nautical (#12)",read,,,,1,,,0,,,,,
11185612,Quarantine,Jim Crace,"Crace, Jim",,"=""""","=""""",4,3.69,,Kindle Edition,254,,1997,2015/04/13,2015/04/02,"costa-whitbread, booker-shortlist, religion","costa-whitbread (#8), booker-shortlist (#4), religion (#8)",read,,,,1,,,0,,,,,
16078215,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",5,4.00,William Morrow,Kindle Edition,259,2013,2013,2014/06/09,2014/06/07,5-star,5-star (#54),read,,,,1,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439064864""","=""9780439064866""",4,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,,2015/04/07,,,read,,,,1,,,0,,,,,
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",3,4.22,HarperCollins Publishers,Paperback,206,2005,1950,,2015/04/07,,,read,,,,1,,,0,,,,,
8136756,Solar,Ian McEwan,"McEwan, Ian",,"=""""","=""""",4,3.26,Anchor,Kindle Edition,354,2010,2010,2015/04/06,2015/03/13,unlikeable-male-protagonist,unlikeable-male-protagonist (#30),read,,,,1,,,0,,,,,
6869,The Child in Time,Ian McEwan,"McEwan, Ian",,"=""0385497520""","=""9780385497527""",4,3.59,Anchor,Paperback,263,1999,1987,,2010/12/16,costa-whitbread,costa-whitbread (#7),read,,,,1,,,0,,,,,
6167,Music & Silence,Rose Tremain,"Tremain, Rose",,"=""0743418263""","=""9780743418263""",4,3.95,Washington Square Press,Paperback,485,2001,1999,,2010/12/18,costa-whitbread,costa-whitbread (#6),read,,,,1,,,0,,,,,
44001,Small Island,Andrea Levy,"Levy, Andrea",,"=""0312424671""","=""9780312424671""",4,3.98,Picador USA,Paperback,441,2005,2004,,2010/12/16,"war, womens-prize-for-fiction, costa-whitbread","war (#14), womens-prize-for-fiction (#2), costa-whitbread (#4)",read,,,,1,,,0,,,,,
3711,White Teeth,Zadie Smith,"Smith, Zadie",,"=""0375703861""","=""9780375703867""",3,3.78,Vintage,Paperback,448,2001,2000,,2010/12/18,costa-whitbread,costa-whitbread (#3),read,,,,1,,,0,,,,,
28940,Behind the Scenes at the Museum,Kate Atkinson,"Atkinson, Kate",,"=""0312150601""","=""9780312150600""",3,3.96,Picador USA,Paperback,336,1999,1995,,2011/01/24,costa-whitbread,costa-whitbread (#2),read,,,,1,,,0,,,,,
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",4,3.89,Vintage,Paperback,226,2004,2003,,2010/12/16,costa-whitbread,costa-whitbread (#1),read,,,,1,,,0,,,,,
15769525,The Cat's Table,Michael Ondaatje,"Ondaatje, Michael",,"=""0099554424""","=""9780099554424""",4,3.61,Vintage,Paperback,366,2012,2011,2013/01/08,2012/11/28,"nautical, non-fiction","nautical (#8), non-fiction (#17)",read,,,,1,,,0,,,,,
374388,Testament of Youth,Vera Brittain,"Brittain, Vera",Mark Bostridge,"=""0143039237""","=""9780143039235""",4,4.12,Penguin Classics,Paperback,688,2005,1933,2011/09/01,2011/07/29,"war, non-fiction","war (#22), non-fiction (#16)",read,"If it finished at the end of part II, I'd give it five stars - but I found the post-war last part left me cold.",,,1,,,0,,,,,
926365,Fun Home: A Family Tragicomic,Alison Bechdel,"Bechdel, Alison",,"=""0224080512""","=""9780224080514""",4,4.06,Jonathan Cape,Paperback,232,2006,2006,2014/11/27,2014/11/27,non-fiction,non-fiction (#15),read,,,,1,,,0,,,,,
10176,Dress Your Family in Corduroy and Denim,David Sedaris,"Sedaris, David",,"=""0965904830""","=""9780965904834""",3,4.09,"Little, Brown & Co.",Paperback,257,2004,2004,2010/12/15,2010/12/09,non-fiction,non-fiction (#14),read,,,,1,,,0,,,,,
252577,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,"McCourt, Frank",,"=""0007205236""","=""9780007205233""",3,4.12,Harper Perennial,Paperback,452,2005,1996,,2010/12/16,non-fiction,non-fiction (#13),read,,,,1,,,0,,,,,
64664,Uncle Tungsten,Oliver Sacks,"Sacks, Oliver","עמנואל לוטם, אוליבר סאקס","=""0330390287""","=""9780330390286""",3,3.98,Picador,Paperback,337,2002,2001,,2011/03/14,non-fiction,non-fiction (#12),read,,,,1,,,0,,,,,
357486,Voices from Chernobyl: The Oral History of a Nuclear Disaster,Svetlana Alexievich,"Alexievich, Svetlana","Keith Gessen, Alma Lapinskienė","=""0312425848""","=""9780312425845""",3,4.41,Picador,Paperback,236,2006,1997,2011/09/11,2011/04/17,non-fiction,non-fiction (#11),read,,,,1,,,0,,,,,
7507825,At Home: A Short History of Private Life,Bill Bryson,"Bryson, Bill",,"=""0767919386""","=""9780767919388""",4,3.97,Doubleday,Hardcover,497,2010,2010,2012/02/06,2011/12/25,non-fiction,non-fiction (#10),read,,,,1,,,0,,,,,
16301,Agatha Christie: An Autobiography,Agatha Christie,"Christie, Agatha",Robert Welch Herrick,"=""0006353282""","=""9780006353287""",4,4.02,HarperCollins Publishers,Paperback,560,2001,1977,2012/01/11,2011/12/03,non-fiction,non-fiction (#9),read,,,,1,,,0,,,,,
1069827,Release It!: Design and Deploy Production-Ready Software (Pragmatic Programmers),Michael T. Nygard,"Nygard, Michael T.",,"=""0978739213""","=""9780978739218""",5,4.25,Pragmatic Bookshelf,Paperback,326,2007,2007,,2013/10/09,non-fiction,non-fiction (#6),read,,,,1,,,0,,,,,
10855894,God in a Brothel: An Undercover Journey Into Sex Trafficking and Rescue,Daniel Walker,"Walker, Daniel",,"=""0830838066""","=""9780830838066""",3,3.96,IVP Books,Paperback,207,2011,2011,2014/07/17,2014/07/01,"religion, non-fiction","religion (#3), non-fiction (#5)",read,,,,1,,,0,,,,,
3075874,Illuminating The Path: The Research And Development Agenda For Visual Analytics,James J. Thomas,"Thomas, James J.",Kristin A. Cook,"=""0769523234""","=""9780769523231""",0,5.00,,,,,,,2014/08/12,"couldn-t-finish, non-fiction","couldn-t-finish (#3), non-fiction (#4)",couldn-t-finish,,,,0,,,0,,,,,
18632404,Effective Programming: More Than Writing Code,Jeff Atwood,"Atwood, Jeff",,"=""""","=""""",4,3.92,Hyperink - Guide to Effective Programming,Kindle Edition,279,2012,2012,2014/09/13,2014/09/07,non-fiction,non-fiction (#3),read,,,,1,,,0,,,,,
19064,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""0330423304""","=""9780330423304""",5,4.38,Pan Macmillan Australia,Paperback,584,2008,2005,2012/11/09,2012/10/30,5-star,5-star (#43),read,Completely charming,,,1,,,0,,,,,
17332361,The Night Guest,Fiona McFarlane,"McFarlane, Fiona",,"=""0865477736""","=""9780865477735""",4,3.44,"Farrar, Straus and Giroux",Hardcover,256,2013,2013,2015/03/26,2015/03/17,,,read,,,,1,,,0,,,,,
23256964,The Buried Giant,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",4,3.53,Knopf,Kindle Edition,320,2015,2015,2015/03/19,2015/02/22,,,read,,,,1,,,0,,,,,
67,The Known World,Edward P. Jones,"Jones, Edward P.",,"=""0061159174""","=""9780061159176""",2,3.81,Amistad,Paperback,388,2006,2003,,2014/08/11,"pulitzer, couldn-t-finish, slave-trade","pulitzer (#18), couldn-t-finish (#1), slave-trade (#5)",couldn-t-finish,,,,0,,,0,,,,,
13227454,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",Rachel Joyce,"Joyce, Rachel",,"=""0812993292""","=""9780812993295""",4,3.91,Random House,Hardcover,320,2012,2012,2015/03/04,2015/02/14,,,read,,,,1,,,0,,,,,
6203236,Uncle Tom's Cabin,Harriet Beecher Stowe,"Stowe, Harriet Beecher",,"=""""","=""""",3,3.87,,Kindle Edition,520,2012,1851,2014/07/24,2014/07/05,"slave-trade, religion","slave-trade (#1), religion (#2)",read,,,,1,,,0,,,,,
19398490,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""""","=""""",3,4.33,Scribner,Kindle Edition,545,2014,2014,2015/02/26,2014/12/29,war,war (#33),read,,,,1,,,0,,,,,
18712631,All That Is Solid Melts into Air,Darragh McKeon,"McKeon, Darragh",,"=""""","=""""",4,3.88,Harper Perennial,Kindle Edition,432,2014,2014,2015/02/14,2014/11/19,,,read,,,,1,,,0,,,,,
18401393,The Martian,Andy Weir,"Weir, Andy",,"=""""","=""""",4,4.40,Broadway Books,Kindle Edition,375,2014,2012,2015/01/31,2015/01/23,,,read,,,,1,,,0,,,,,
150104,Save Me the Waltz,Zelda Fitzgerald,"Fitzgerald, Zelda","Lucie Mikolajková, Harry T. Moore","=""0099286556""","=""9780099286554""",2,3.57,Vintage (Random House),Paperback,225,2001,1932,2015/01/17,2014/12/02,,,read,Excessively excessive excess.,,,1,,,0,,,,,
6590825,Tender Is the Night,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",3,3.81,,Kindle Edition,320,2011,1934,2015/01/03,2014/12/02,"books-about-boozing, unlikeable-male-protagonist","books-about-boozing (#18), unlikeable-male-protagonist (#29)",read,,,,1,,,0,,,,,
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Jashar Awan,"=""""","=""""",3,4.31,Alfred A. Knopf,Hardcover,477,2013,2013,2014/12/11,2014/11/18,,,read,,,,1,,,0,,,,,
6318821,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",5,4.31,Anchor,Kindle Edition,562,2008,2006,2014/11/18,2014/11/09,"womens-prize-for-fiction, war, 5-star","womens-prize-for-fiction (#5), war (#32), 5-star (#60)",read,,,,1,,,0,,,,,
1271104,The Road Home,Rose Tremain,"Tremain, Rose",,"=""0701177934""","=""9780701177935""",3,3.86,Chatto and Windus,Hardcover,365,2007,2007,,2010/12/18,womens-prize-for-fiction,womens-prize-for-fiction (#6),read,,,,1,,,0,,,,,
3679,On Beauty,Zadie Smith,"Smith, Zadie",,"=""0143037749""","=""9780143037743""",4,3.73,Penguin Books,Paperback,445,2006,2005,,2010/12/18,womens-prize-for-fiction,womens-prize-for-fiction (#4),read,,,,1,,,0,,,,,
80660,We Need to Talk About Kevin,Lionel Shriver,"Shriver, Lionel",,"=""006112429X""","=""9780061124297""",4,4.05,Harper Perennial,Paperback,400,2006,2003,,2010/12/18,womens-prize-for-fiction,womens-prize-for-fiction (#3),read,,,,1,,,0,,,,,
18481588,Harvest,Jim Crace,"Crace, Jim",,"=""""","=""9781447242277""",5,3.61,Picador,Kindle Edition,320,2013,2013,2014/10/25,2014/06/09,"booker-shortlist, 5-star","booker-shortlist (#2), 5-star (#58)",read,,,,1,,,0,,,,,
22061527,The Paying Guests,Sarah Waters,"Waters, Sarah",,"=""""","=""""",5,3.44,Riverhead Books,Kindle Edition,568,2014,2014,2014/10/19,2014/09/13,5-star,5-star (#57),read,,,,1,,,0,,,,,
17733621,A Tale for the Time Being,Ruth Ozeki,"Ozeki, Ruth",,"=""""","=""""",4,4.00,Canongate Books,Kindle Edition,433,2013,2013,2014/11/05,2014/06/09,booker-shortlist,booker-shortlist (#1),read,,,,1,,,0,,,,,
19012804,The Narrow Road To The Deep North,Richard Flanagan,"Flanagan, Richard",,"=""""","=""""",3,4.01,Random House Australia,Kindle Edition,400,2013,2013,2014/06/07,2014/05/28,"war, unlikeable-male-protagonist, bookers","war (#30), unlikeable-male-protagonist (#27), bookers (#49)",read,Overcooked,,,1,,,0,,,,,
21965107,The Children Act,Ian McEwan,"McEwan, Ian",,"=""0385539703""","=""9780385539708""",4,3.70,Nan A. Talese,Hardcover,221,2014,2014,2014/10/08,2014/09/06,,,read,,,,1,,,0,,,,,
21403302,The Bone Clocks,David Mitchell,"Mitchell, David",,"=""""","=""""",4,3.83,Random House,Kindle Edition,640,2014,2014,2014/09/23,2014/07/05,unlikeable-male-protagonist,unlikeable-male-protagonist (#28),read,,,,1,,,0,,,,,
153747,"Moby-Dick or, the Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk, Rockwell Kent","=""0142437247""","=""9780142437247""",1,3.51,Penguin Classics ,Paperback,654,2003,1851,,2014/09/04,couldn-t-finish,couldn-t-finish (#2),couldn-t-finish,,,,0,,,0,,,,,
13423322,A Village After Dark,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",4,3.74,The New Yorker,ebook,13,2001,2001,,2014/08/23,,,read,,,,1,,,0,,,,,
20224559,In a Free State,V.S. Naipaul,"Naipaul, V.S.",,"=""""","=""""",5,3.49,Vintage Canada,Kindle Edition,256,2011,1971,2014/01/27,2013/10/15,"bookers, 5-star","bookers (#42), 5-star (#56)",read,,,,1,,,0,,,,,
6667452,American Rust,Philipp Meyer,"Meyer, Philipp",,"=""""","=""""",5,3.71,,Kindle Edition,386,,2009,2014/04/16,2014/03/24,5-star,5-star (#55),read,,,,1,,,0,,,,,
68210,Gilead,Marilynne Robinson,"Robinson, Marilynne",,"=""031242440X""","=""9780312424404""",2,3.85,Picador USA,Paperback,247,2006,2004,2014/08/19,2014/08/11,"pulitzer, religion","pulitzer (#17), religion (#1)",read,,,,1,,,0,,,,,
3859259,Heidi,Johanna Spyri,"Spyri, Johanna","Eva Ibbotson, Cecil Leslie","=""014132256X""","=""9780141322568""",4,3.99,Puffin Books,Paperback,320,2009,1880,2012/05/27,2012/03/24,religion,religion (#7),read,,,,1,,,0,,,,,
6646033,Brideshead Revisited,Evelyn Waugh,"Waugh, Evelyn",,"=""0141045620""","=""9780141045627""",4,4.00,Penguin Group (Australia),Paperback,336,2009,1945,2013/02/28,2013/01/02,"books-about-boozing, religion","books-about-boozing (#11), religion (#6)",read,,,,1,,,0,,,,,
850256,The Testament of Gideon Mack,James Robertson,"Robertson, James",,"=""014102335X""","=""9780141023359""",4,3.81,Penguin,Paperback,386,2007,2006,2013/04/11,2013/03/13,"books-about-boozing, religion","books-about-boozing (#12), religion (#5)",read,,,,1,,,0,,,,,
11332777,The End of the Affair,Graham Greene,"Greene, Graham",,"=""""","=""""",4,3.91,Vintage Digital,Kindle Edition,196,2010,1951,2014/05/24,2014/05/09,"unlikeable-male-protagonist, war, religion","unlikeable-male-protagonist (#25), war (#29), religion (#4)",read,,,,1,,,0,,,,,
239592,Sacred Hunger (Sacred Hunger #1),Barry Unsworth,"Unsworth, Barry",,"=""0393311147""","=""9780393311143""",5,4.11,W.W. Norton  Company,Paperback,630,1993,1992,2011/04/23,2010/12/16,"5-star, bookers, nautical, slave-trade","5-star (#22), bookers (#19), nautical (#2), slave-trade (#3)",read,,,,1,,,0,,,,,
6584554,March,Geraldine Brooks,"Brooks, Geraldine",,"=""""","=""""",4,3.74,Viking Penguin,Kindle Edition,298,2005,2005,2014/08/02,2014/07/05,"pulitzer, war, slave-trade","pulitzer (#16), war (#31), slave-trade (#2)",read,,,,1,,,0,,,,,
15730101,The Call of Cthulhu,H.P. Lovecraft,"Lovecraft, H.P.",,"=""""","=""""",3,4.01,"Amazon Digital Services, Inc.",Kindle Edition,43,2011,1928,2014/07/29,2014/07/25,,,read,,,,1,,,0,,,,,
8117449,Tinkers,Paul Harding,"Harding, Paul",,"=""""","=""""",4,3.39,,Kindle Edition,192,2009,2008,2014/07/05,2014/07/01,pulitzer,pulitzer (#14),read,,,,1,,,0,,,,,
8519525,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,"=""""","=""""",4,3.67,Knopf,ebook,337,2010,2010,2014/07/01,2013/10/17,pulitzer,pulitzer (#13),read,,,,1,,,0,,,,,
12969594,The Orphan Master's Son,Adam Johnson,"Johnson, Adam",,"=""""","=""""",5,4.04,Random House,Kindle Edition,443,2012,2012,2014/06/23,2014/06/14,"pulitzer, 5-star","pulitzer (#1), 5-star (#52)",read,,,,1,,,0,,,,,
6234197,Northanger Abbey,Jane Austen,"Austen, Jane",,"=""""","=""""",4,3.83,Public Domain Books,Kindle Edition,280,1994,1817,2014/06/17,2014/06/09,,,read,,,,1,,,0,,,,,
2815590,Serena,Ron Rash,"Rash, Ron",,"=""0061470856""","=""9780061470851""",3,3.53,Ecco,Hardcover,371,2008,2008,2014/05/28,2014/05/04,unlikeable-male-protagonist,unlikeable-male-protagonist (#26),read,,,,1,,,0,,,,,
5472,Animal Farm / 1984,George Orwell,"Orwell, George",Christopher Hitchens,"=""""","=""""",4,4.29,Houghton Mifflin Harcourt,Hardcover,400,2003,1948,,2014/05/19,,,read,,,,1,,,0,,,,,
530965,The Day of the Triffids,John Wyndham,"Wyndham, John",,"=""0812967127""","=""9780812967128""",4,4.02,Modern Library,Paperback,228,2003,1951,,2014/05/19,,,read,,,,1,,,0,,,,,
19089,Middlemarch,George Eliot,"Eliot, George","Michel Faber, Doreen Roberts","=""0451529170""","=""9780451529176""",4,3.98,Signet,Paperback,904,2004,1871,,2014/05/19,,,read,,,,1,,,0,,,,,
11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,4.22,Del Rey Books,Mass Market Paperback,216,2005,1979,,2014/05/19,,,read,,,,1,,,0,,,,,
8135619,Howards End,E.M. Forster,"Forster, E.M.",,"=""""","=""""",4,3.95,,Kindle Edition,402,,1910,2014/05/09,2013/01/02,,,read,,,,1,,,0,,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",3,4.57,Scholastic Inc.,Paperback,652,2006,2005,,2010/12/18,,,read,,,,1,,,0,,,,,
8184137,Johnny Got His Gun,Dalton Trumbo,"Trumbo, Dalton",,"=""""","=""""",4,4.18,Citadel,Kindle Edition,243,2007,1939,2014/04/21,2011/09/26,war,war (#28),read,,,,1,,,0,,,,,
8690609,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",4,4.15,Houghton Mifflin Harcourt,Kindle Edition,312,2007,1966,2014/03/14,2013/11/30,,,read,,,,1,,,0,,,,,
18902634,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""""","=""""",5,3.92,"Little, Brown and Company",Kindle Edition,774,2013,2013,2014/03/07,2013/10/06,"books-about-boozing, 5-star, pulitzer","books-about-boozing (#17), 5-star (#50), pulitzer (#3)",read,,,,1,,,0,,,,,
11161779,We Have Always Lived in the Castle,Shirley Jackson,"Jackson, Shirley",Jonathan Lethem,"=""""","=""""",4,3.98,Penguin Classics,Kindle Edition,162,2006,1962,2014/02/17,2014/01/28,,,read,,,,1,,,0,,,,,
20358841,Wake,Elizabeth Knox,"Knox, Elizabeth",,"=""""","=""""",5,3.66,Victoria University Press,Kindle Edition,448,2013,2013,2014/02/14,2013/12/30,5-star,5-star (#49),read,,,,1,,,0,,,,,
11184061,Birdsong: A Novel Of Love And War,Sebastian Faulks,"Faulks, Sebastian",,"=""""","=""""",3,4.09,,Kindle Edition,498,,1993,2014/02/08,2014/01/25,"war, unlikeable-male-protagonist","war (#25), unlikeable-male-protagonist (#24)",read,,,,1,,,0,,,,,
