Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
18218630,A Girl Is a Half-formed Thing,Eimear McBride,"McBride, Eimear",,"=""0957185324""","=""9780957185326""",3,3.49,Galley Beggar Press,Paperback,205,2013,2013,2019/07/28,2019/05/30,womens-prize-for-fiction,womens-prize-for-fiction (#11),read,,,,1,,,0,,,,,
35068855,Beautiful Days,Joyce Carol Oates,"Oates, Joyce Carol",,"=""0062795805""","=""9780062795809""",2,3.45,Ecco,ebook,352,2018,2018,2019/07/22,2019/07/08,"audiobook, library","audiobook (#87), library (#116)",read,,,,1,,,0,,,,,
33621427,Home Fire,Kamila Shamsie,"Shamsie, Kamila",,"=""0735217688""","=""9780735217683""",4,4.06,Riverhead Books,Hardcover,276,2017,2017,2019/07/16,2019/04/28,"womens-prize-for-fiction, library, religion","womens-prize-for-fiction (#12), library (#117), religion (#25)",read,,,,1,,,0,,,,,
32603079,Wanderers,Chuck Wendig,"Wendig, Chuck",,"=""""","=""9780399182112""",0,3.98,Del Rey,ebook,800,2019,2019,,2019/07/12,"to-read, book-marks-com","to-read (#14), book-marks-com (#1)",to-read,,,,0,,,0,,,,,
826847,The Midwich Cuckoos,John Wyndham,"Wyndham, John",,"=""0140014403""","=""9780140014402""",3,3.93,Penguin Books Ltd,Paperback,220,1973,1957,,2019/07/04,,,read,,,,1,,,0,,,,,
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",4,4.24,Avon,Mass Market Paperback,1152,2002,1999,,2019/07/04,,,read,,,,1,,,0,,,,,
45898413,The History of Epsom,Graham Bush,"Bush, Graham",,"=""0473111020""","=""""",5,5.00,The Epsom & Eden Historical Society Inc,Hardcover,468,2006,,2019/07/01,2019/05/20,"library, non-fiction, 5-star","library (#115), non-fiction (#56), 5-star (#97)",read,,,,1,,,0,,,,,
31463,Far From the Madding Crowd,Thomas Hardy,"Hardy, Thomas","Rosemarie Morgan, Shannon Russell","=""0141439653""","=""9780141439655""",4,3.94,Penguin Books,Paperback,433,2003,1874,2019/07/01,2019/06/27,"audiobook, library","audiobook (#86), library (#113)",read,,,,1,,,0,,,,,
25733573,Reasons to Stay Alive,Matt Haig,"Haig, Matt",,"=""0143128728""","=""9780143128724""",4,4.15,Penguin Books,Paperback,272,2016,2015,2019/06/22,2019/06/02,"library, non-fiction","library (#112), non-fiction (#55)",read,,,,1,,,0,,,,,
11650,"American Pastoral (The American Trilogy, #1)",Philip Roth,"Roth, Philip",,"=""0099771810""","=""9780099771814""",4,3.92,Vintage,Paperback,432,1998,1997,2019/06/21,2019/06/10,"audiobook, library, pulitzer, lingering-effect","audiobook (#85), library (#111), pulitzer (#22), lingering-effect (#36)",read,,,,1,,,0,,,,,
15801668,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,Denise Kiernan,"Kiernan, Denise",,"=""1451617526""","=""9781451617528""",4,3.69,Touchstone/Simon & Schuster,Hardcover,373,2013,2013,2019/06/19,2019/04/01,"bookclub, library, non-fiction, war","bookclub (#14), library (#110), non-fiction (#54), war (#59)",read,,,,1,,,0,,,,,
38820047,Killing Commendatore,Haruki Murakami,"Murakami, Haruki","Philip Gabriel, Ted Goossen","=""052552004X""","=""9780525520047""",4,3.90,Knopf Publishing Group,Hardcover,704,2018,2017,2019/06/09,2018/12/10,,,read,,,,1,,,0,,,,,
36396289,Everything Under,Daisy Johnson,"Johnson, Daisy",,"=""191070234X""","=""9781910702345""",4,3.55,Jonathan Cape,Hardcover,264,2018,2018,2019/06/06,2019/04/01,"bookclub, audiobook, library","bookclub (#15), audiobook (#84), library (#109)",read,,,,1,,,0,,,,,
24515225,The Glorious Heresies,Lisa McInerney,"McInerney, Lisa",,"=""1444798855""","=""9781444798852""",5,3.77,Hodder & Stoughton,Hardcover,384,2015,2015,2019/05/30,2018/01/21,"audiobook, library, lingering-effect, 5-star, womens-prize-for-fiction","audiobook (#83), library (#108), lingering-effect (#35), 5-star (#96), womens-prize-for-fiction (#8)",read,,,,1,,,0,,,,,
22929586,A Manual for Cleaning Women: Selected Stories,Lucia Berlin,"Berlin, Lucia","Stephen Emerson, Lydia Davis","=""0374202397""","=""9780374202392""",0,4.20,"Farrar, Straus and Giroux",Hardcover,406,2015,2015,,2019/05/26,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
34013953,Women in Their Beds: Collected Stories,Gina Berriault,"Berriault, Gina",,"=""1619029618""","=""9781619029613""",0,3.81,Counterpoint LLC,Paperback,,2017,1996,,2019/05/26,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
6076387,A Gate at the Stairs,Lorrie Moore,"Moore, Lorrie",,"=""0375409289""","=""9780375409288""",2,3.16,Knopf,Hardcover,322,2009,2009,2019/05/13,2019/05/07,"audiobook, library","audiobook (#81), library (#106)",read,"Odd book. At times it's interesting and engaging, but the jarring standup comedy style gags and wordplay from every character and in the narrator's head ruin the effect.",,,1,,,0,,,,,
23197269,Aurora,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316098108""","=""9780316098106""",0,3.76,Orbit,Hardcover,466,2015,2015,,2019/05/08,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
30688435,Exit West,Mohsin Hamid,"Hamid, Mohsin",,"=""0735212171""","=""9780735212176""",3,3.78,Riverhead,Hardcover,231,2017,2017,2019/05/06,2019/05/03,"audiobook, booker-shortlist, library","audiobook (#80), booker-shortlist (#23), library (#105)",read,3.5.,,,1,,,0,,,,,
3419808,The Secret Scripture (McNulty Family),Sebastian Barry,"Barry, Sebastian",,"=""0571215289""","=""9780571215287""",4,3.80,Faber and Faber,Hardcover,300,2008,2008,2019/04/28,2019/04/16,"audiobook, library","audiobook (#79), library (#104)",read,,,,1,,,0,,,,,
469571,"All the Pretty Horses (The Border Trilogy, #1)",Cormac McCarthy,"McCarthy, Cormac",,"=""0679744398""","=""9780679744399""",4,4.00,Vintage,Paperback,302,1993,1992,2019/04/28,2019/02/20,,,read,,,,1,,,0,,,,,
20662248,Faces in the Crowd,Valeria Luiselli,"Luiselli, Valeria",Christina MacSweeney,"=""1847085075""","=""9781847085078""",2,3.64,Granta Books,Paperback,148,2013,2011,2019/04/16,2019/04/10,"audiobook, library","audiobook (#78), library (#103)",read,,,,1,,,0,,,,,
13493815,Liftoff: Launching Agile Teams & Projects,Diana Larsen,"Larsen, Diana",Ainsley Nies,"=""097792016X""","=""9780977920167""",0,3.78,Onyx Neon Press,Paperback,179,2011,2011,,2019/04/11,"to-read, business, non-fiction","to-read (#10), business (#12), non-fiction (#53)",to-read,,,,0,,,0,,,,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",4,4.41,Vintage,Paperback,512,2015,2011,2019/04/08,2019/03/31,"audiobook, library, non-fiction","audiobook (#77), library (#102), non-fiction (#52)",read,,,,1,,,0,,,,,
36098092,Florida,Lauren Groff,"Groff, Lauren",,"=""1594634513""","=""9781594634512""",4,3.78,Riverhead Books,Hardcover,275,2018,2018,2019/03/31,2019/01/13,"rnz-2018, library","rnz-2018 (#3), library (#100)",read,,,,1,,,0,,,,,
25893709,My Name Is Lucy Barton,Elizabeth Strout,"Strout, Elizabeth",,"=""1400067693""","=""9781400067695""",3,3.52,Random House,Hardcover,193,2016,2016,2019/03/29,2019/03/25,"audiobook, library","audiobook (#76), library (#101)",read,,,,1,,,0,,,,,
6667514,The Checklist Manifesto: How to Get Things Right,Atul Gawande,"Gawande, Atul",,"=""0805091742""","=""9780805091748""",0,4.04,Metropolitan Books,Hardcover,208,2009,2009,,2019/03/26,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
84520,The Next Big Thing,Anita Brookner,"Brookner, Anita",,"=""0141009926""","=""9780141009926""",4,3.50,Penguin Books Ltd,Paperback,247,2003,2002,2019/03/25,2019/03/20,"audiobook, library","audiobook (#75), library (#99)",read,,,,1,,,0,,,,,
3853803,The Scarecrow,Ronald Hugh Morrieson,"Morrieson, Ronald Hugh",,"=""0868636770""","=""9780868636771""",4,3.82,"Heinemann, Auckland, New Zealand",Hardcover,181,1976,1963,2019/03/16,2018/10/31,"bookclub, library, books-about-boozing, new-zealand","bookclub (#9), library (#98), books-about-boozing (#36), new-zealand (#23)",read,,,,1,,,0,,,,,
16047,A Thread of Grace,Mary Doria Russell,"Russell, Mary Doria",,"=""0449004139""","=""9780449004135""",4,4.02,Ballantine Books,Paperback,442,2005,2005,2019/03/12,2018/11/21,"audiobook, library, tuberculosis, religion, war","audiobook (#74), library (#97), tuberculosis (#3), religion (#24), war (#58)",read,,,,1,,,0,,,,,
36723246,Warlight,Michael Ondaatje,"Ondaatje, Michael",,"=""0525521194""","=""9780525521198""",3,3.61,Knopf Publishing Group,Hardcover,285,2018,2018,2019/02/14,2018/11/21,"audiobook, library, war, bookclub","audiobook (#72), library (#95), war (#56), bookclub (#13)",read,,,,1,,,0,,,,,
37539457,Normal People,Sally Rooney,"Rooney, Sally",,"=""0571334644""","=""9780571334643""",4,3.86,Faber & Faber,Hardcover,266,2018,2018,2019/03/03,2019/01/13,"rnz-2018, costa-whitbread, bookclub","rnz-2018 (#1), costa-whitbread (#24), bookclub (#12)",read,,,,1,,,0,,,,,
12738050,Zone of the Marvellous: In Search of the Antipodes,Martin Edmond,"Edmond, Martin",Auckland University Press Staff,"=""1869404475""","=""9781869404475""",3,4.00,Auckland University Press,Paperback,264,2010,2010,2019/03/09,2018/12/08,,,read,3.5,,,1,,,0,,,,,
84512,Look at Me,Anita Brookner,"Brookner, Anita",,"=""0140147454""","=""9780140147452""",0,3.92,Penguin,Paperback,192,1999,1983,,2019/03/02,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
25584847,The Night Watch,Sarah Waters,"Waters, Sarah",,"=""""","=""""",3,3.67,Riverhead Books,Paperback,528,2006,2006,2019/03/02,2019/02/19,"audiobook, library, war","audiobook (#73), library (#96), war (#57)",read,3.5,,,1,,,0,,,,,
29,The Mother Tongue: English and How It Got That Way,Bill Bryson,"Bryson, Bill",,"=""0380715430""","=""9780380715435""",4,3.92,William Morrow Paperbacks,Paperback,270,1991,1990,2019/02/22,2019/02/04,"lingering-effect, non-fiction","lingering-effect (#34), non-fiction (#50)",read,,,,1,,,0,,,,,
16248114,Maya's Notebook,Isabel Allende,"Allende, Isabel",Anne McLean,"=""0062105620""","=""9780062105622""",4,3.84,Harper,Hardcover,387,2013,2011,2019/02/11,2019/02/04,"audiobook, library, books-about-boozing","audiobook (#71), library (#94), books-about-boozing (#35)",read,,,,1,,,0,,,,,
101921,A Place of Greater Safety,Hilary Mantel,"Mantel, Hilary",,"=""0312426399""","=""9780312426392""",2,3.96,Picador,Paperback,749,2006,1992,2019/02/04,2018/12/11,bookclub,bookclub (#11),read,,,,1,,,0,,,,,
33652490,Men Without Women,Haruki Murakami,"Murakami, Haruki","Phillip Gabriel, Ted Goossen","=""""","=""""",4,3.77,Bond Street Books,Kindle Edition,240,2017,2014,2019/02/02,2018/08/29,"audiobook, library","audiobook (#70), library (#93)",read,,,,1,,,0,,,,,
20663748,Infrastructure: A Guide to the Industrial Landscape,Brian Hayes,"Hayes, Brian",,"=""0393349837""","=""9780393349832""",5,4.46,W. W. Norton  Company,Paperback,568,2014,2005,2018/11/25,2018/10/20,"5-star, library, non-fiction, lingering-effect","5-star (#94), library (#88), non-fiction (#48), lingering-effect (#33)",read,,,,1,,,0,,,,,
28390369,Swing Time,Zadie Smith,"Smith, Zadie",,"=""0241144159""","=""9780241144152""",4,3.57,Hamish Hamilton,Hardcover,453,2016,2016,2019/01/24,2019/01/15,"audiobook, library","audiobook (#69), library (#92)",read,,,,1,,,0,,,,,
20603758,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""""","=""""",4,4.25,Broadway Books,Kindle Edition,386,2011,2011,2016/04/13,2016/04/04,,,read,,,,1,,,0,,,,,
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",5,3.85,Penguin Books,Paperback,489,2003,1859,2018/12/17,2014/05/19,"5-star, audiobook, bookclub, library, lingering-effect","5-star (#70), audiobook (#68), bookclub (#10), library (#91), lingering-effect (#31)",read,,,,2,,,0,,,,,
35187203,The Overstory,Richard Powers,"Powers, Richard",,"=""039363552X""","=""9780393635522""",4,4.12,W. W. Norton & Company,Hardcover,502,2018,2018,2018/12/10,2018/11/19,"booker-shortlist, library","booker-shortlist (#22), library (#86)",read,Trees. So many trees.,,,1,,,0,,,,,
32080126,Anything Is Possible,Elizabeth Strout,"Strout, Elizabeth",,"=""0812989406""","=""9780812989403""",4,3.75,Random House,Hardcover,254,2017,2017,2018/12/04,2018/12/01,"audiobook, library","audiobook (#67), library (#90)",read,,,,1,,,0,,,,,
4772110,Nocturnes: Five Stories of Music and Nightfall,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0307397874""","=""9780307397874""",4,3.48,Knopf Canada,Hardcover,221,2009,2009,2018/12/01,2018/10/07,"audiobook, library","audiobook (#66), library (#89)",read,,,,1,,,0,,,,,
40548486,Aperitif,Kate Hawkings,"Hawkings, Kate",,"=""""","=""""",4,3.76,Quadrille Publishing Ltd,Kindle Edition,163,2018,,2018/12/01,2018/11/21,"library, books-about-boozing, non-fiction","library (#87), books-about-boozing (#34), non-fiction (#49)",read,,,,1,,,0,,,,,
38311414,House of Sand and Fog,Andre Dubus III,"III, Andre Dubus",,"=""0393356345""","=""9780393356342""",4,3.85,W. W. Norton  Company,Paperback,368,2018,1999,2018/11/26,2018/11/18,"audiobook, library","audiobook (#65), library (#85)",read,4.5,,,1,,,0,,,,,
36047860,Milkman,Anna Burns,"Burns, Anna",,"=""0571338763""","=""9780571338764""",3,3.56,Faber & Faber,ebook,352,2018,2018,2018/11/18,2018/10/19,"bookers, library","bookers (#53), library (#82)",read,3.5,,,1,,,0,,,,,
5439,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618101365""","=""9780618101368""",4,4.16,Houghton Mifflin Harcourt,Hardcover,198,2000,1999,2018/11/12,2018/10/27,"audiobook, library","audiobook (#64), library (#84)",read,,,,1,,,0,,,,,
20898227,"Lovely, Dark, Deep",Joyce Carol Oates,"Oates, Joyce Carol",,"=""0062356941""","=""9780062356949""",3,3.61,Ecco,Hardcover,420,2014,2014,2018/11/07,2018/10/30,"audiobook, library, unlikeable-male-protagonist","audiobook (#63), library (#83), unlikeable-male-protagonist (#40)",read,3.5,,,1,,,0,,,,,
40750561,Unthinkable: An Extraordinary Journey Through the World's Strangest Brains,Helen  Thomson,"Thomson, Helen",,"=""147361175X""","=""9781473611757""",3,3.97,John Murray,Paperback,304,2018,2018,2018/10/30,2018/07/30,non-fiction,non-fiction (#47),read,,,,1,,,0,,,,,
59716,To the Lighthouse,Virginia Woolf,"Woolf, Virginia",,"=""140679239X""","=""9781406792393""",3,3.78,Harvest Books,Paperback,209,1989,1927,2018/10/29,2018/10/24,"audiobook, library","audiobook (#62), library (#81)",read,3.5,,,1,,,0,,,,,
20518872,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377063""","=""9780765377067""",4,4.06,Tor Books,Hardcover,399,2014,2006,2018/10/26,2018/10/13,"library, hugo","library (#79), hugo (#19)",read,,,,1,,,0,,,,,
17184,The Invisible Man,H.G. Wells,"Wells, H.G.",,"=""0451528522""","=""9780451528520""",4,3.64,Signet Classics,Paperback,192,2002,1897,2018/10/24,2018/10/20,"audiobook, library, unlikeable-male-protagonist","audiobook (#61), library (#80), unlikeable-male-protagonist (#39)",read,,,,1,,,0,,,,,
10374,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""""","=""""",5,4.14,Vintage,Paperback,400,2003,1985,2018/08/24,2018/08/08,"audiobook, library, 5-star, lingering-effect, cold","audiobook (#56), library (#71), 5-star (#91), lingering-effect (#29), cold (#8)",read,,,,1,,,0,,,,,
35747076,Accelerate: Building and Scaling High-Performing Technology Organizations,Nicole Forsgren,"Forsgren, Nicole","Jez Humble, Gene Kim","=""1942788339""","=""9781942788331""",4,4.09,It Revolution Press,Paperback,257,2018,,2018/10/21,2018/10/13,"business, non-fiction","business (#10), non-fiction (#46)",read,,,,1,,,0,,,,,
31196,The Razor's Edge,W. Somerset Maugham,"Maugham, W. Somerset",,"=""1400034205""","=""9781400034208""",4,4.19,Vintage International,Paperback,314,2003,1944,2018/10/11,2018/08/20,"library, books-about-boozing","library (#76), books-about-boozing (#33)",read,,,,1,,,0,,,,,
18050090,Golden State,Michelle Richmond,"Richmond, Michelle",,"=""0385343280""","=""9780385343282""",3,3.57,Bantam,Paperback,288,2014,2014,2018/10/12,2018/10/09,"audiobook, library","audiobook (#60), library (#78)",read,,,,1,,,0,,,,,
35427341,The Sparsholt Affair,Alan Hollinghurst,"Hollinghurst, Alan",,"=""1447208218""","=""9781447208211""",4,3.54,Picador,Hardcover,454,2017,2017,2018/10/06,2017/12/08,"audiobook, library","audiobook (#59), library (#77)",read,4.5,,,1,,,0,,,,,
17333324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,"=""031624662X""","=""9780316246620""",0,3.97,Orbit,Paperback,416,2013,2013,,2017/12/04,"hugo, couldn-t-finish","hugo (#1), couldn-t-finish (#9)",couldn-t-finish,,,,0,,,0,,,,,
26499704,A Good Country,Laleh Khadivi,"Khadivi, Laleh",,"=""""","=""""",3,3.82,Bloomsbury USA,Kindle Edition,304,2017,2017,2018/09/19,2018/09/11,"audiobook, library","audiobook (#58), library (#75)",read,,,,1,,,0,,,,,
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""1101947136""","=""9781101947135""",4,4.46,Alfred A. Knopf,Hardcover,305,2016,2016,2018/09/18,2018/08/29,"bookclub, library","bookclub (#6), library (#74)",read,,,,1,,,0,,,,,
50695,Everyman,Philip Roth,"Roth, Philip",,"=""0307277712""","=""9780307277718""",0,3.60,Vintage,Paperback,182,2007,2006,,2018/08/29,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
24452249,Did You Ever Have a Family,Bill Clegg,"Clegg, Bill",,"=""1476798176""","=""9781476798172""",4,3.80,Scout Press,Hardcover,293,2015,2015,2018/05/23,2018/04/30,"audiobook, library, bookclub","audiobook (#47), library (#59), bookclub (#8)",read,,,,1,,,0,,,,,
35540789,Mythos: A Retelling of the Myths of Ancient Greece,Stephen Fry,"Fry, Stephen",,"=""0718188748""","=""9780718188740""",4,4.26,Michael Joseph,Paperback,442,2017,2017,2018/07/13,2018/02/14,"non-fiction, bookclub","non-fiction (#44), bookclub (#7)",read,,,,1,,,0,,,,,
36722976,The Shepherd's Hut,Tim Winton,"Winton, Tim",,"=""0374262322""","=""9780374262327""",5,4.08,"Farrar, Straus and Giroux",Hardcover,269,2018,2018,2018/08/24,2018/02/27,"5-star, library, lingering-effect","5-star (#92), library (#72), lingering-effect (#30)",read,,,,1,,,0,,,,,
30965710,The Wish Child,Catherine Chidgey,"Chidgey, Catherine",,"=""1784741116""","=""9781784741112""",0,3.96,Chatto & Windus,Paperback,384,2017,2016,,2018/08/17,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
9850443,The Sisters Brothers,Patrick deWitt,"deWitt, Patrick",,"=""0062041266""","=""9780062041265""",5,3.83,Ecco,Hardcover,328,2011,2011,2018/08/13,2017/12/04,"audiobook, books-about-boozing, library, 5-star","audiobook (#55), books-about-boozing (#32), library (#70), 5-star (#90)",read,,,,1,,,0,,,,,
17803,After Dark,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0307265838""","=""9780307265838""",3,3.71,Knopf Publishing Group,Hardcover,191,2007,2004,2018/08/08,2018/01/27,,,read,,,,1,,,0,,,,,
227593,Three Junes,Julia Glass,"Glass, Julia",,"=""0385721420""","=""9780385721424""",5,3.56,Anchor,Paperback,368,2003,2002,2018/08/07,2018/07/30,"audiobook, library, national-book-award, 5-star","audiobook (#54), library (#69), national-book-award (#7), 5-star (#89)",read,,,,1,,,0,,,,,
33253215,The Heart's Invisible Furies,John Boyne,"Boyne, John",,"=""""","=""""",4,4.48,Hogarth Press,Hardcover,582,2017,2017,2018/08/02,2018/05/30,,,read,,,,1,,,0,,,,,
293625,Child of God,Cormac McCarthy,"McCarthy, Cormac",,"=""0679728740""","=""9780679728740""",4,3.80,Vintage,Paperback,197,1993,1973,2018/07/26,2018/07/26,"audiobook, library, unlikeable-male-protagonist","audiobook (#53), library (#68), unlikeable-male-protagonist (#38)",read,,,,1,,,0,,,,,
8862489,Scission,Tim Winton,"Winton, Tim",Samuel Johnson,"=""1742144330""","=""9781742144337""",4,3.49,Bolinda Publishing,Audiobook,4,2009,1985,2018/07/24,2018/07/23,,,read,,,,1,,,0,,,,,
22642472,Stone Mattress: Nine Tales,Margaret Atwood,"Atwood, Margaret",,"=""0385539126""","=""9780385539128""",4,3.91,Nan A. Talese,Hardcover,273,2014,2014,2018/07/17,2018/06/20,"audiobook, library","audiobook (#50), library (#64)",read,,,,1,,,0,,,,,
6063521,Strangers,Anita Brookner,"Brookner, Anita",,"=""1905490429""","=""9781905490424""",4,3.40,Fig Tree,Hardcover,208,2009,2009,2018/07/12,2018/07/08,"audiobook, library, unlikeable-male-protagonist","audiobook (#52), library (#67), unlikeable-male-protagonist (#37)",read,,,,1,,,0,,,,,
77565,The Fall of Hyperion (Hyperion Cantos #2),Dan Simmons,"Simmons, Dan",,"=""0553288202""","=""9780553288209""",4,4.21,Spectra Books,Mass Market Paperback,517,1995,1990,2018/07/05,2018/06/22,"audiobook, library","audiobook (#51), library (#65)",read,,,,1,,,0,,,,,
32851380,"The Dry (Aaron Falk, #1)",Jane Harper,"Harper, Jane",Steve Shanahan,"=""1250117631""","=""9781250117632""",4,4.02,Macmillan Audio,Audiobook,10,2017,2016,2018/06/29,2018/03/19,library,library (#66),read,,,,1,,,0,,,,,
77566,Hyperion,Dan Simmons,"Simmons, Dan",Gary Ruddell,"=""0553283685""","=""9780553283686""",5,4.23,Bantam Spectra,Mass Market Paperback,482,1990,1989,2018/06/19,2018/05/29,"audiobook, library, hugo, religion, 5-star, lingering-effect","audiobook (#49), library (#62), hugo (#17), religion (#22), 5-star (#88), lingering-effect (#28)",read,,,,1,,,0,,,,,
32920226,"Sing, Unburied, Sing",Jesmyn Ward,"Ward, Jesmyn",,"=""""","=""""",3,4.02,Scribner,Hardcover,285,2017,2017,2018/06/20,2018/01/21,"national-book-award, library","national-book-award (#1), library (#63)",read,,,,1,,,0,,,,,
6088007,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""""","=""""",3,3.90,Ace,Kindle Edition,292,2000,1984,2013/09/23,2013/09/09,hugo,hugo (#18),read,,,,1,,,0,,,,,
34146665,Reservoir 13,Jon McGregor,"McGregor, Jon",,"=""1936787709""","=""9781936787708""",4,3.56,Catapult,Paperback,291,2017,2017,2018/03/24,2018/01/22,"costa-whitbread, bookclub","costa-whitbread (#13), bookclub (#5)",read,,,,1,,,0,,,,,
10846336,Salvage the Bones,Jesmyn Ward,"Ward, Jesmyn",,"=""1608195228""","=""9781608195220""",4,3.93,Bloomsbury,Hardcover,261,2011,2011,2018/06/07,2018/05/21,"national-book-award, library","national-book-award (#6), library (#61)",read,,,,1,,,0,,,,,
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.31,Orbit,Paperback,416,2017,2017,2017/09/01,2017/01/04,hugo,hugo (#16),read,,,,1,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George","Boris Grabnar, Celâl Üster, Celâl Üstüner, Peter Škerl","=""0452284244""","=""9780452284241""",4,3.96,NAL,Paperback,122,2003,1945,,2010/12/18,hugo,hugo (#15),read,,,,1,,,0,,,,,
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",Alfredo Crespo,"=""0307347974""","=""9780307347978""",3,3.99,DeBolsillo,Mass Market Paperback,175,2004,1953,,2010/12/18,hugo,hugo (#14),read,,,,1,,,0,,,,,
164154,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,"Jr., Walter M. Miller",Mary Doria Russell,"=""0060892994""","=""9780060892999""",4,3.97,HarperCollins EOS,Paperback,334,2006,1959,2017/10/26,2017/10/12,"library, audiobook, religion, lingering-effect, hugo","library (#34), audiobook (#33), religion (#18), lingering-effect (#25), hugo (#13)",read,Catholic monks in a post-apocalyptic-neo-dark-age.<br/>Catholic monks in a nuclear war.<br/>Catholic monks in SPPPAAAAACCCCEEE!<br/><br/>...and buzzards.,,,1,,,0,,,,,
18423,"The Left Hand of Darkness (Hainish Cycle, #4)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",4,4.08,Ace,Paperback,304,2000,1969,2012/04/23,2012/04/07,hugo,hugo (#12),read,,,,1,,,0,,,,,
888628,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",Jack Womack,"=""""","=""""",0,3.90,Ace Books,Paperback,320,2000,1984,,2018/06/07,hugo,hugo (#11),read,,,,0,,,0,,,,,
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",5,4.30,Tor,Mass Market Paperback,324,2004,1985,2011/07/24,2010/12/16,"5-star, lingering-effect, hugo","5-star (#1), lingering-effect (#21), hugo (#10)",read,,,,1,,,0,,,,,
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812550757""","=""9780812550757""",3,4.07,Tor Books,Paperback,382,1994,1986,,2010/12/18,hugo,hugo (#9),read,,,,1,,,0,,,,,
2684541,The Mountains of Mourning,Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""1590623819""","=""9781590623817""",0,4.28,Fictionwise.com,ebook,112,2008,1989,,2018/06/07,hugo,hugo (#8),read,,,,0,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",3,4.56,Scholastic,Paperback,734,2002,2000,,2010/12/18,hugo,hugo (#7),read,,,,1,,,0,,,,,
30165203,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.10,William Morrow,Kindle Edition,635,2011,2001,,2018/06/07,hugo,hugo (#6),read,,,,0,,,0,,,,,
6597651,The Windup Girl,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""1597801577""","=""9781597801577""",4,3.75,Night Shade Books,Hardcover,359,2009,2009,2011/10/07,2011/09/24,"lingering-effect, hugo","lingering-effect (#19), hugo (#4)",read,,,,1,,,0,,,,,
25667918,"Binti (Binti, #1)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""0765384469""","=""9780765384461""",4,3.92,Tor.com,ebook,96,2015,2015,2016/11/05,2016/11/05,hugo,hugo (#3),read,,,,1,,,0,,,,,
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.28,Orbit,Paperback,468,2015,2015,2016/10/21,2016/10/02,hugo,hugo (#2),read,,,,1,,,0,,,,,
